num_idade;des_sexo;des_status_associado;des_segmento;des_subsegmento;des_nivel_risco;des_assoc_desde;n_de_produtos;resposta_nps
66;M;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;4;10
37;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;7;9
43;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 6 A 10 ANOS;3;10
42;M;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;5;10
65;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;10
38;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;8;10
35;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;8;10
32;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;2;10
23;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;8
48;M;ATIVO;PF;PF I;BAIXÍSSIMO;DE 6 A 10 ANOS;5;7
22;M;ATIVO;PF;PF IV;BAIXO 1;DE 1 A 2 ANOS;4;7
37;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;1;10
42;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;2;10
39;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;6;5
37;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;6;6
31;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;3;10
38;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;6;10
44;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;1;10
30;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;8;9
36;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 6 A 10 ANOS;0;10
35;M;ATIVO;PF;PF III;MÉDIO 1;A PARTIR DE 15 ANOS;1;8
47;F;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 1 A 2 ANOS;6;10
37;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;6;10
41;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;5;9
37;M;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;6;10
36;M;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;6;10
35;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;6;10
36;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;1;9
48;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;12;7
38;M;ATIVO;AG;Familiar;ALTO 1;A PARTIR DE 15 ANOS;6;10
35;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 11 A 15 ANOS;8;10
48;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;4;10
38;M;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;5;10
39;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;0;0
37;M;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;3;10
37;M;ATIVO;PF;PF III;MÉDIO 2;DE 6 A 10 ANOS;6;10
34;M;ATIVO;PF;PF III;ALTO 2;DE 3 A 5 ANOS;4;10
40;F;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;4;10
36;F;ATIVO;PF;PF I;BAIXÍSSIMO;DE 11 A 15 ANOS;3;8
39;F;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;5;10
52;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;7;9
21;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;6;9
38;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 11 A 15 ANOS;6;9
34;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;6;8
49;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;DE 3 A 5 ANOS;6;10
38;M;ATIVO;PF;PF III;MÉDIO 2;DE 6 A 10 ANOS;2;0
28;M;ATIVO;PF;PF III;MÉDIO 1;ATÉ 12 MESES;5;10
41;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;10
52;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;10;10
36;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;6;5
47;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;4;10
23;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;3;7
33;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;6;10
39;M;INATIVO;PF;PF I;ALTÍSSIMO;DE 11 A 15 ANOS;0;10
36;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;7;10
34;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;4;10
66;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 11 A 15 ANOS;12;10
35;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;8;8
31;M;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;9;10
41;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;6
51;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;6;10
38;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;9;10
72;F;ATIVO;PF;PF III;BAIXÍSSIMO;ATÉ 12 MESES;4;10
38;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;5;10
39;M;ATIVO;PF;PF IV;BAIXO 2;DE 6 A 10 ANOS;10;5
31;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;3;10
37;F;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;6;10
42;F;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;8;10
29;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 11 A 15 ANOS;4;10
32;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;3;9
45;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;2;10
38;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;6;10
36;M;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;2;10
32;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;2;10
64;F;ATIVO;PF;PF I;BAIXO 1;ATÉ 12 MESES;1;10
19;M;ATIVO;PF;PF I;ALTO 2;DE 11 A 15 ANOS;4;3
35;M;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;2;10
39;M;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;7;10
33;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;6;10
50;M;INATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;1;5
36;M;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;10;0
53;M;INATIVO;PF;PF I;DEFAULT;DE 6 A 10 ANOS;1;0
48;M;ATIVO;AG;Familiar;MÉDIO 1;DE 3 A 5 ANOS;6;10
36;F;ATIVO;PF;PF I;MÉDIO 2;DE 11 A 15 ANOS;7;0
35;M;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;11;8
37;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;7;10
54;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;6;10
36;M;ATIVO;PF;PF III;BAIXO 2;DE 11 A 15 ANOS;9;7
33;M;INATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;0;8
38;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;5;10
30;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;9
34;F;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;5;10
36;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;7;9
35;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;10;10
50;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;3;10
35;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;7;10
38;F;ATIVO;PF;PF II;ALTÍSSIMO;DE 1 A 2 ANOS;7;10
48;M;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;7;8
50;M;ATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;8;10
35;F;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;6;8
29;M;ATIVO;PF;PF I;;ATÉ 12 MESES;4;10
34;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;5;8
28;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;3;8
65;F;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;3;10
28;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;5;6
39;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;8
33;F;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;3;10
38;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;8;10
39;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;8;10
29;F;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;4;10
34;M;INATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;0;10
37;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;6;10
37;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;10;8
39;F;ATIVO;PF;PF III;ALTÍSSIMO;DE 6 A 10 ANOS;8;0
38;F;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;5;10
50;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;7;10
36;F;ATIVO;PF;PF II;MÉDIO 1;DE 11 A 15 ANOS;5;10
27;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;7;10
36;F;ATIVO;PF;PF II;BAIXO 1;ATÉ 12 MESES;7;10
53;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;3;10
38;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;4;10
31;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;4;10
42;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;5;10
64;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 6 A 10 ANOS;3;10
35;F;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;6;9
47;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;9;8
36;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;7;10
34;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 6 A 10 ANOS;12;10
34;F;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;9;10
41;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;3;10
38;F;ATIVO;PF;PF I;BAIXO 2;DE 11 A 15 ANOS;6;10
34;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;3;10
30;F;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;6;9
37;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;3;9
29;M;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;11;9
37;F;ATIVO;PF;PF III;MÉDIO 2;DE 11 A 15 ANOS;8;10
24;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;10
48;M;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;12;10
34;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;5;10
26;F;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;9;10
40;F;ATIVO;PF;PF III;ALTO 1;DE 1 A 2 ANOS;1;10
61;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;1;10
33;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;10;8
38;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;1;10
40;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;5;8
31;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;2;3
37;F;ATIVO;PF;PF III;ALTO 2;DE 1 A 2 ANOS;5;10
48;M;ATIVO;PF;PF III;ALTO 1;DE 6 A 10 ANOS;6;10
19;F;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;4;10
36;F;ATIVO;AG;Familiar;BAIXO 2;DE 3 A 5 ANOS;8;10
34;F;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;4;10
35;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;10;10
30;M;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;6;8
45;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;3;10
28;F;ATIVO;PF;PF II;;ATÉ 12 MESES;2;9
33;F;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;10;9
33;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;5;9
26;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;4;2
38;F;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;0;10
48;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 1 A 2 ANOS;7;10
36;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;4;10
32;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;6;6
58;F;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;4;10
29;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;7;9
34;M;ATIVO;AG;Familiar;BAIXO 1;DE 11 A 15 ANOS;4;10
36;M;INATIVO;AG;Grande Produtor;MÉDIO 2;A PARTIR DE 15 ANOS;2;7
28;F;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;4;10
38;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;10;0
29;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;4
27;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;5;8
36;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;8;10
36;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;1;10
54;F;ATIVO;PF;PF II;ALTÍSSIMO;ATÉ 12 MESES;1;10
35;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;6;10
35;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;10
42;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;6;7
26;F;ATIVO;PF;PF II;DEFAULT;DE 1 A 2 ANOS;1;3
39;M;ATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;1;10
35;M;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;2;10
35;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 11 A 15 ANOS;13;9
67;M;ATIVO;PF;PF III;MÉDIO 2;DE 3 A 5 ANOS;2;10
47;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;5;10
36;F;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 11 A 15 ANOS;8;10
37;F;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;2;10
26;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;3;0
32;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;7;10
34;F;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;4;9
37;F;INATIVO;PF;PF II;MÉDIO 2;A PARTIR DE 15 ANOS;0;1
21;F;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;5;10
61;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;6;10
34;F;ATIVO;PF;PF IV;MÉDIO 2;ATÉ 12 MESES;6;10
57;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;7;10
50;M;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;3;10
33;M;ATIVO;AG;Familiar;MÉDIO 1;DE 6 A 10 ANOS;17;10
63;M;ATIVO;PF;PF III;ALTO 1;ATÉ 12 MESES;1;10
40;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;7;10
37;F;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;7;10
35;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 1 A 2 ANOS;7;9
34;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;6;9
47;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;8;10
63;F;ATIVO;PF;PF II;BAIXÍSSIMO;ATÉ 12 MESES;7;10
36;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;7;8
47;M;ATIVO;PF;PF IV;BAIXO 1;A PARTIR DE 15 ANOS;7;8
51;F;ATIVO;PF;PF IV;BAIXO 1;DE 1 A 2 ANOS;6;10
67;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;1;10
34;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 11 A 15 ANOS;15;0
50;F;ATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;2;10
51;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;6;10
34;F;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;10;10
21;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;7;10
33;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;7;10
34;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;0;0
32;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;10;10
31;F;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;6;10
28;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;1;10
22;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;10
35;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;5;9
58;F;INATIVO;PF;PF I;ALTO 1;DE 6 A 10 ANOS;1;9
51;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;9;10
18;F;INATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;0;0
37;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;6
29;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;9;10
32;F;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;5;9
62;F;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;7;10
36;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;4;10
42;M;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;5;10
36;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;7;10
36;M;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;3;8
49;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;3;10
37;M;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;1;8
25;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;5;7
50;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;4;10
34;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;8;10
36;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;7;7
40;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;1;6
47;M;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;7;10
48;M;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;2;9
37;F;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;5;10
35;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;8;10
23;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;2;5
34;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;6;8
76;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;3;10
27;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;5
45;F;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;10;10
45;F;ATIVO;PF;PF I;MÉDIO 2;DE 11 A 15 ANOS;6;10
46;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 6 A 10 ANOS;7;7
33;F;ATIVO;PF;PF III;ALTO 1;DE 11 A 15 ANOS;6;10
47;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;2;0
21;M;ATIVO;AG;Familiar;BAIXO 1;DE 1 A 2 ANOS;6;10
32;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;2
48;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;4;10
38;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;11;4
36;F;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;4;7
35;F;ATIVO;PF;PF I;MÉDIO 1;DE 11 A 15 ANOS;4;8
38;F;ATIVO;PF;PF II;MÉDIO 2;DE 11 A 15 ANOS;2;5
36;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;2;10
50;M;INATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;2;9
48;M;ATIVO;PF;PF III;MÉDIO 1;DE 3 A 5 ANOS;7;10
35;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;9;10
35;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 6 A 10 ANOS;9;10
47;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;7;10
45;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;1;10
48;M;ATIVO;PF;PF III;MÉDIO 1;DE 1 A 2 ANOS;4;10
36;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;7;10
36;M;ATIVO;PF;PF II;BAIXO 1;DE 1 A 2 ANOS;3;10
18;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;9;10
26;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 6 A 10 ANOS;4;10
30;M;ATIVO;PF;PF II;ALTO 2;DE 6 A 10 ANOS;7;9
49;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;5;10
34;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;8;10
35;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;5;10
27;M;ATIVO;AG;Familiar;BAIXO 2;DE 1 A 2 ANOS;4;10
48;M;ATIVO;PF;PF I;BAIXO 2;A PARTIR DE 15 ANOS;3;10
35;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;8;10
29;M;ATIVO;AG;Familiar;ALTÍSSIMO;DE 6 A 10 ANOS;5;10
25;F;ATIVO;PF;PF II;BAIXO 1;ATÉ 12 MESES;5;10
37;M;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;3;10
24;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;8;0
52;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;5;10
31;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;6;10
46;M;ATIVO;AG;Familiar;BAIXO 1;ATÉ 12 MESES;6;10
35;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;3;7
48;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;4;10
34;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;10
32;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;7;10
37;F;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;2;10
31;F;ATIVO;PF;PF III;BAIXO 2;DE 11 A 15 ANOS;4;10
59;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;5;9
34;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;3;9
30;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;4;5
58;F;ATIVO;PF;PF I;BAIXÍSSIMO;A PARTIR DE 15 ANOS;14;10
47;F;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;8;10
33;F;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;2;10
46;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;5;6
34;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;6;10
47;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;5;10
45;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;5;9
33;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;4;10
36;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;3;9
25;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;4;10
28;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;1;10
57;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;4;10
48;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;6;10
33;F;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;4;10
36;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;5
19;M;ATIVO;PF;PF I;;ATÉ 12 MESES;3;8
29;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;4;8
53;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;8;10
21;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;4;10
46;M;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;3;8
28;F;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;4;9
33;M;ATIVO;PF;PF I;ALTO 2;DE 6 A 10 ANOS;6;10
36;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 3 A 5 ANOS;8;9
29;F;ATIVO;PF;PF II;BAIXO 1;ATÉ 12 MESES;6;4
40;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;4;10
34;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;4;10
34;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;5;10
68;M;ATIVO;AG;Familiar;BAIXÍSSIMO;ATÉ 12 MESES;7;10
37;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;2;10
