num_idade;des_sexo;des_status_associado;des_segmento;des_subsegmento;des_nivel_risco;des_assoc_desde;n_de_produtos;resposta_nps;classificacao_nps;faixa_idade;faixa_produtos;Assunto;Sentimento
36;F;ATIVO;PF;PF I;MÉDIO 2;DE 11 A 15 ANOS;7;0;DETRATORES;36-45;5-9;Disponibilidade contato;neutro
28;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;5;6;DETRATORES;25-35;5-9;Segurança;negativo
39;F;ATIVO;PF;PF III;ALTÍSSIMO;DE 6 A 10 ANOS;8;0;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
31;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;2;3;DETRATORES;25-35;1-4;Taxas e Tarifas;positivo
26;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;4;2;DETRATORES;25-35;1-4;Atendimento em geral;negativo
38;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;10;0;DETRATORES;36-45;10-14;Personalização e Proximidade;positivo
29;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;4;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
26;F;ATIVO;PF;PF II;DEFAULT;DE 1 A 2 ANOS;1;3;DETRATORES;25-35;1-4;Atendimento em geral;neutro
26;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;3;0;DETRATORES;25-35;1-4;Cartão de Crédito;negativo
34;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 11 A 15 ANOS;15;0;DETRATORES;25-35;15+;Personalização e Proximidade;positivo
34;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;0;0;DETRATORES;25-35;0;Cartão de Crédito;negativo
37;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;6;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
40;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;1;6;DETRATORES;36-45;1-4;Taxas e Tarifas;negativo
23;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;2;5;DETRATORES;<25;1-4;Cartão de Crédito;neutro
47;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;2;0;DETRATORES;46-55;1-4;Troca de gerente;negativo
32;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;2;DETRATORES;25-35;5-9;Outros;negativo
38;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;11;4;DETRATORES;36-45;10-14;Principalidade;positivo
24;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;8;0;DETRATORES;<25;5-9;Cartão de Crédito;negativo
30;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;4;5;DETRATORES;25-35;1-4;Tempo ou Agilidade atendimento;positivo
46;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;5;6;DETRATORES;46-55;5-9;Satisfação geral;positivo
36;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;5;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
80;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;7;5;DETRATORES;70+;5-9;Facilidade ou Burocracia;negativo
34;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;5;6;DETRATORES;25-35;5-9;Outros;neutro
45;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;3;3;DETRATORES;46-55;1-4;Conta Corrente ou Poupança;negativo
62;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;5;5;DETRATORES;56-70;5-9;Disponibilidade contato;positivo
21;M;ATIVO;PF;PF I;DEFAULT;A PARTIR DE 15 ANOS;3;0;DETRATORES;<25;1-4;Facilidade ou Burocracia;negativo
31;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;6;4;DETRATORES;25-35;5-9;Troca de gerente;neutro
37;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;3;5;DETRATORES;36-45;1-4;Cartão de Crédito;neutro
44;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 3 A 5 ANOS;6;5;DETRATORES;36-45;5-9;Troca de gerente;negativo
31;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;2;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
45;M;ATIVO;AG;Grande Produtor;BAIXÍSSIMO;DE 6 A 10 ANOS;13;5;DETRATORES;46-55;10-14;Crédito, Empréstimo ou Financiamento;negativo
60;M;ATIVO;AG;Médio Produtor;BAIXO 2;ATÉ 12 MESES;2;6;DETRATORES;56-70;1-4;Cordialidade;negativo
54;M;ATIVO;AG;Médio Produtor;MÉDIO 1;DE 1 A 2 ANOS;2;2;DETRATORES;46-55;1-4;Conhecimento ou qualificação do atendente;negativo
37;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;5;2;DETRATORES;36-45;5-9;Tempo ou Agilidade atendimento;negativo
21;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;4;6;DETRATORES;<25;1-4;Taxas e Tarifas;positivo
36;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;1;4;DETRATORES;36-45;1-4;Outros;negativo
33;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;8;0;DETRATORES;25-35;5-9;Tempo ou Agilidade atendimento;positivo
45;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;1;1;DETRATORES;46-55;1-4;Rentabilidade;positivo
49;M;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;6;3;DETRATORES;46-55;5-9;Confiabilidade da Coop;positivo
32;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;5;5;DETRATORES;25-35;5-9;Outros;neutro
32;F;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;9;3;DETRATORES;25-35;5-9;Cordialidade;positivo
45;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;6;DETRATORES;46-55;5-9;Estrutura da Agência;negativo
31;M;ATIVO;PF;PF II;MÉDIO 2;DE 11 A 15 ANOS;8;3;DETRATORES;25-35;5-9;Outros;negativo
49;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;6;3;DETRATORES;46-55;5-9;Cartão de Crédito;neutro
49;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;6;DETRATORES;46-55;5-9;Crédito, Empréstimo ou Financiamento;neutro
31;F;ATIVO;AG;Familiar;ALTO 1;DE 1 A 2 ANOS;3;2;DETRATORES;25-35;1-4;Atendimento em geral;neutro
44;M;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;9;0;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
51;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;1;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;neutro
52;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;10;2;DETRATORES;46-55;10-14;Outros;neutro
48;F;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;2;6;DETRATORES;46-55;1-4;Personalização e Proximidade;positivo
22;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;10;5;DETRATORES;<25;10-14;Atendimento em geral;negativo
29;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;0;3;DETRATORES;25-35;0;Crédito, Empréstimo ou Financiamento;neutro
39;M;ATIVO;PF;PF II;ALTO 2;DE 11 A 15 ANOS;6;2;DETRATORES;36-45;5-9;Taxas e Tarifas;negativo
35;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;8;6;DETRATORES;36-45;5-9;Cartão de Crédito;neutro
34;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;4;6;DETRATORES;25-35;1-4;Pix;negativo
26;F;ATIVO;PF;PF I;DEFAULT;DE 11 A 15 ANOS;3;5;DETRATORES;25-35;1-4;Benefícios;neutro
30;M;ATIVO;PF;PF II;MÉDIO 1;DE 11 A 15 ANOS;10;6;DETRATORES;25-35;10-14;Atendimento em geral;neutro
37;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;0;DETRATORES;36-45;1-4;Uso App;negativo
32;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;4;0;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
25;M;ATIVO;PF;PF IV;MÉDIO 1;DE 3 A 5 ANOS;2;2;DETRATORES;25-35;1-4;Outros;neutro
35;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;2;0;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
30;F;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;8;0;DETRATORES;25-35;5-9;Atendimento em geral;neutro
43;F;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;4;4;DETRATORES;36-45;1-4;Disponibilidade contato;positivo
32;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;4;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
30;F;INATIVO;PF;PF III;MÉDIO 1;DE 3 A 5 ANOS;0;0;DETRATORES;25-35;0;Cordialidade;positivo
33;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
34;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;5;3;DETRATORES;25-35;5-9;Benefícios;negativo
29;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;4;0;DETRATORES;25-35;1-4;Taxas e Tarifas;positivo
32;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;0;DETRATORES;25-35;1-4;Cartão de Crédito;neutro
31;M;ATIVO;AG;Familiar;BAIXO 2;DE 11 A 15 ANOS;2;5;DETRATORES;25-35;1-4;Conta Corrente ou Poupança;negativo
31;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;1;5;DETRATORES;25-35;1-4;Outros;negativo
20;M;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;0;0;DETRATORES;<25;0;Facilidade ou Burocracia;negativo
62;M;ATIVO;PF;PF IV;MÉDIO 2;DE 3 A 5 ANOS;3;5;DETRATORES;56-70;1-4;Crédito, Empréstimo ou Financiamento;positivo
29;M;ATIVO;PF;PF II;DEFAULT;DE 6 A 10 ANOS;3;5;DETRATORES;25-35;1-4;Tempo ou Agilidade atendimento;negativo
33;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;5;5;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;negativo
46;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;4;4;DETRATORES;46-55;1-4;Atendimento em geral;neutro
30;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;7;5;DETRATORES;25-35;5-9;Cartão de Crédito;negativo
42;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;8;3;DETRATORES;36-45;5-9;Tempo ou Agilidade atendimento;positivo
25;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;3;6;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
35;M;INATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;0;3;DETRATORES;36-45;0;Cartão de Crédito;negativo
42;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;2;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
26;M;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;6;5;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;positivo
27;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;2;DETRATORES;25-35;1-4;Cartão de Crédito;negativo
25;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;3;5;DETRATORES;25-35;1-4;Cartão de Crédito;negativo
28;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;2;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
19;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;5;6;DETRATORES;<25;5-9;Cartão de Crédito;neutro
26;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;5;5;DETRATORES;25-35;5-9;Cartão de Crédito;neutro
32;M;INATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;0;0;DETRATORES;25-35;0;Conta Corrente ou Poupança;negativo
34;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;4;DETRATORES;25-35;1-4;Cartão de Crédito;neutro
34;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;3;0;DETRATORES;25-35;1-4;Benefícios;negativo
27;M;INATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;2;1;DETRATORES;25-35;1-4;Pix;negativo
40;M;INATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;0;4;DETRATORES;36-45;0;Atendimento em geral;negativo
33;M;ATIVO;PF;PF III;DEFAULT;DE 6 A 10 ANOS;5;4;DETRATORES;25-35;5-9;Atendimento em geral;neutro
42;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;10;0;DETRATORES;36-45;10-14;Outros;neutro
39;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;0;5;DETRATORES;36-45;0;Tempo ou Agilidade atendimento;negativo
32;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;1;DETRATORES;25-35;1-4;Facilidade ou Burocracia;positivo
23;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;4;6;DETRATORES;<25;1-4;Taxas e Tarifas;negativo
28;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;4;0;DETRATORES;25-35;1-4;Taxas e Tarifas;negativo
39;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;3;5;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
43;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;2;5;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
25;F;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;2;5;DETRATORES;25-35;1-4;Cartão de Crédito;positivo
20;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;4;6;DETRATORES;<25;1-4;Cartão de Crédito;neutro
18;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;5;6;DETRATORES;<25;5-9;Cartão de Crédito;neutro
39;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;2;5;DETRATORES;36-45;1-4;Disponibilidade contato;negativo
21;M;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;4;6;DETRATORES;<25;1-4;Retorno solicitações;negativo
43;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;3;0;DETRATORES;36-45;1-4;Assertividade ou Orientação;negativo
32;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;5;2;DETRATORES;25-35;5-9;Cartão de Crédito;neutro
32;M;INATIVO;PF;PF II;MÉDIO 2;DE 11 A 15 ANOS;0;5;DETRATORES;25-35;0;Crédito, Empréstimo ou Financiamento;neutro
38;M;ATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;3;6;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
25;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
39;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;10;5;DETRATORES;36-45;10-14;Taxas e Tarifas;negativo
31;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;1;0;DETRATORES;25-35;1-4;Facilidade ou Burocracia;positivo
24;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;4;5;DETRATORES;<25;1-4;Assertividade ou Orientação;negativo
40;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;4;5;DETRATORES;36-45;1-4;Disponibilidade contato;negativo
25;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;2;2;DETRATORES;25-35;1-4;Taxas e Tarifas;neutro
42;F;ATIVO;AG;Familiar;MÉDIO 1;DE 11 A 15 ANOS;4;1;DETRATORES;36-45;1-4;Atendimento em geral;neutro
30;M;ATIVO;PF;PF IV;BAIXO 2;DE 6 A 10 ANOS;8;6;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;negativo
38;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;4;DETRATORES;36-45;5-9;Funcionamento App;negativo
41;M;ATIVO;PF;PF II;;ATÉ 12 MESES;1;0;DETRATORES;36-45;1-4;Cartão de Crédito;neutro
46;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;5;6;DETRATORES;46-55;5-9;Funcionamento App;positivo
34;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;1;5;DETRATORES;25-35;1-4;Disponibilidade contato;negativo
30;F;ATIVO;PF;PF III;ALTO 1;ATÉ 12 MESES;2;0;DETRATORES;25-35;1-4;Atendimento em geral;neutro
40;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;5;5;DETRATORES;36-45;5-9;Benefícios da Cooperativa;positivo
30;F;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;3;5;DETRATORES;25-35;1-4;Outros;neutro
39;M;ATIVO;PF;PF III;MÉDIO 2;DE 11 A 15 ANOS;4;6;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
44;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;4;6;DETRATORES;36-45;1-4;Cartão de Crédito;negativo
31;M;INATIVO;PF;PF II;ALTÍSSIMO;ATÉ 12 MESES;1;3;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
41;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;2;0;DETRATORES;36-45;1-4;Outros;negativo
33;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;3;5;DETRATORES;25-35;1-4;Outros;neutro
39;F;ATIVO;PF;PF II;MÉDIO 2;DE 11 A 15 ANOS;5;5;DETRATORES;36-45;5-9;Cartão de Crédito;neutro
30;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;0;1;DETRATORES;25-35;0;Crédito, Empréstimo ou Financiamento;neutro
27;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;5;5;DETRATORES;25-35;5-9;Taxas e Tarifas;negativo
41;F;ATIVO;PF;PF III;DEFAULT;DE 3 A 5 ANOS;5;2;DETRATORES;36-45;5-9;Facilidade ou Burocracia;negativo
27;F;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;3;0;DETRATORES;25-35;1-4;Outros;negativo
46;F;ATIVO;PF;PF II;MÉDIO 2;DE 11 A 15 ANOS;11;5;DETRATORES;46-55;10-14;Taxas e Tarifas;negativo
19;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;4;0;DETRATORES;<25;1-4;Crédito, Empréstimo ou Financiamento;positivo
29;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;0;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;negativo
41;M;ATIVO;AG;Familiar;MÉDIO 1;ATÉ 12 MESES;3;5;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
35;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;6;DETRATORES;36-45;5-9;Uso App;negativo
23;M;ATIVO;PF;PF III;ALTO 1;DE 1 A 2 ANOS;3;5;DETRATORES;<25;1-4;Crédito, Empréstimo ou Financiamento;neutro
22;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;0;DETRATORES;<25;5-9;Cordialidade;negativo
47;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;3;6;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;neutro
36;F;ATIVO;PF;PF II;ALTÍSSIMO;DE 6 A 10 ANOS;6;5;DETRATORES;36-45;5-9;Cartão de Crédito;negativo
23;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;4;5;DETRATORES;<25;1-4;Facilidade ou Burocracia;negativo
39;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;8;5;DETRATORES;36-45;5-9;Facilidade ou Burocracia;negativo
20;F;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;3;0;DETRATORES;<25;1-4;Cartão de Crédito;neutro
19;F;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;2;4;DETRATORES;<25;1-4;Cartão de Crédito;neutro
38;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;6;0;DETRATORES;36-45;5-9;Cartão de Crédito;neutro
23;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;0;2;DETRATORES;<25;0;Conta Corrente ou Poupança;negativo
18;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;0;5;DETRATORES;<25;0;Taxas e Tarifas;negativo
36;F;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;2;3;DETRATORES;36-45;1-4;Tempo ou Agilidade atendimento;positivo
38;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;4;5;DETRATORES;36-45;1-4;Atendimento em geral;negativo
20;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;2;4;DETRATORES;<25;1-4;Conta Corrente ou Poupança;neutro
29;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;2;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;positivo
31;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;7;6;DETRATORES;25-35;5-9;Rentabilidade;neutro
41;M;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;3;1;DETRATORES;36-45;1-4;Cartão de Crédito;negativo
31;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;0;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
31;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;0;6;DETRATORES;25-35;0;Confiabilidade da Coop;negativo
34;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;3;0;DETRATORES;25-35;1-4;Taxas e Tarifas;neutro
38;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;1;5;DETRATORES;36-45;1-4;Assertividade ou Orientação;negativo
41;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;5;5;DETRATORES;36-45;5-9;Funcionalidades;negativo
30;M;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;3;1;DETRATORES;25-35;1-4;Cartão de Crédito;negativo
24;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;2;DETRATORES;<25;1-4;Taxas e Tarifas;negativo
35;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;0;4;DETRATORES;36-45;0;Crédito, Empréstimo ou Financiamento;negativo
61;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;4;6;DETRATORES;56-70;1-4;Outros;neutro
36;F;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;7;5;DETRATORES;36-45;5-9;Tempo ou Agilidade atendimento;negativo
28;M;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;7;5;DETRATORES;25-35;5-9;Tempo ou Agilidade atendimento;negativo
38;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;1;2;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
22;M;ATIVO;PF;PF IV;DEFAULT;DE 3 A 5 ANOS;5;5;DETRATORES;<25;5-9;Troca de gerente;neutro
35;M;ATIVO;AG;Familiar;DEFAULT;DE 6 A 10 ANOS;0;0;DETRATORES;36-45;0;Crédito, Empréstimo ou Financiamento;positivo
36;F;INATIVO;PF;PF I;DEFAULT;DE 6 A 10 ANOS;0;4;DETRATORES;36-45;0;Outros;neutro
35;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 1 A 2 ANOS;3;0;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
22;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;3;5;DETRATORES;<25;1-4;Crédito, Empréstimo ou Financiamento;positivo
19;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;0;1;DETRATORES;<25;0;Uso App;negativo
19;M;ATIVO;PF;PF I;MÉDIO 1;DE 6 A 10 ANOS;8;5;DETRATORES;<25;5-9;Cartão de Crédito;negativo
33;M;ATIVO;PF;PF IV;BAIXO 1;DE 11 A 15 ANOS;6;5;DETRATORES;25-35;5-9;Taxas e Tarifas;negativo
35;M;ATIVO;AG;Familiar;MÉDIO 1;DE 11 A 15 ANOS;11;6;DETRATORES;36-45;10-14;Atendimento em geral;negativo
35;M;ATIVO;PF;PF III;DEFAULT;DE 11 A 15 ANOS;0;0;DETRATORES;36-45;0;Cordialidade;negativo
35;M;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;6;0;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
37;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;5;2;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;neutro
27;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;5;DETRATORES;25-35;1-4;Conta Corrente ou Poupança;neutro
51;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;4;5;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;neutro
28;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 1 A 2 ANOS;1;0;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
31;M;ATIVO;PF;PF II;ALTO 2;DE 11 A 15 ANOS;2;0;DETRATORES;25-35;1-4;Conhecimento ou qualificação do atendente;positivo
31;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;0;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;positivo
33;F;ATIVO;PF;PF I;MÉDIO 2;DE 11 A 15 ANOS;7;5;DETRATORES;25-35;5-9;Outros;neutro
20;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;5;0;DETRATORES;<25;5-9;Benefícios da Cooperativa;positivo
48;M;ATIVO;AG;Familiar;MÉDIO 1;ATÉ 12 MESES;0;6;DETRATORES;46-55;0;Atendimento em geral;neutro
